belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return
,0,"[{'id': 18, 'name': 'Drama'}]",459950,en,"Olivia and Matthew Grey, 18-year-old twins born into a world of privilege and high expectations. There are almost no boundaries between them - even their dreams are connected.",4.207731,"[{'name': 'Indy Entertainment', 'id': 41945}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-18,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Feed,7.3,50,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",332543,en,"On the surface, 'A Genius Leaves The Hood-The Unauthorized Story of Jay Z' chronicles how hip-hop's most successful rapper of the past two decades reached the top; but at its core, the film attempts to divulge the savvy and cunning business acumen of a mogul who decided that being at the top of the charts wasn't enough. This 60-minute unauthorized biography explores the mind of a man who never played by the rules and admits it. This film uncovers the price Mr. Carter paid for his success through recent controversies including the racial debate of the Barneys deal, feud with Harry Belafonte and clashes with community activists over the construction of the Barclay Center. The film also explores rumors of association with the Illuminati, a highly publicized separation from the Roc-A-Fella crew, his estranged relationship with rapping mentor Jaz-O and break up with business partner Damon Dash.",0.325405,[],[],2014-03-21,0,0.0,[],Released,,A Genius Leaves the Hood - The Unauthorized Story of Jay Z,6.0,2,2014,0.0
,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",128571,en,"\"Gatling Pictures' \"\"Cure for Pain: The Mark Sandman Story\"\" examines the life and work of Mark Sandman","deceased frontman of Boston \"\"low rock\"\" band Morphine. From his Newton",roots to his travels across America and around the globe,"Sandman left an indelible imprint as one of the most distinctive musicians of his generation. Along with revisiting the \"\"unique and sultry sound\"\" of his music",the film explores the meaning of family through this critically praised and personally conflicted singer,"songwriter and innovative instrumentalist.\"",0.184134,/dxxuln39XWoUIOCo80tLfQCA5gf.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-04-29,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",82029,fr,"35-year-old Jean still lives with his mother in a small village in Corsica and works as a cook in the family's restaurant. His future, to his great despair, is all mapped out: he'll take over the restaurant. But one day Nora, a young and forceful woman, is thrown into the sea from a racing yacht. She washes up on the beach at Jean's feet - adventure has at last knocked at his door.",0.869853,"[{'name': 'Elia Films', 'id': 7798}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-08-03,0,80.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Itinéraire bis,4.8,23,2011,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",33704,fr,"A guy has to move out in a day, completely unprepared, and drive his mum to the airport. Completely stressed out, he calls his friends for help. Short notice however results in all his friends making it with an agenda of their own.",0.867684,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Source Films', 'id': 48215}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2004-10-06,0,88.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Box,5.7,10,2004,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",103344,fr,,1.217071,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Canal+', 'id': 5358}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2012-04-30,0,95.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Dépression et des Potes,5.1,27,2012,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",275272,fr,,0.040481,"[{'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Rendez-Vous Production', 'id': 22381}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2003-11-12,0,,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Je hais les enfants!,6.5,1,2003,0.0
"{'id': 148603, 'name': 'Ducobu Collection', 'poster_path': '/rd7AWZUy2QFPIblNWToVmdfXQcA.jpg', 'backdrop_path': '/7mzKmoIrvGapvsSbAVlX4HtCnFj.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",68637,fr,"Ducoboo is a very inventive dunce and joker, he is very resourceful at finding new ways to copy from his neighbor, to cheat or to defy the teacher's authority.",3.582418,"[{'name': 'Union Générale Cinématographique (UGC)', 'id': 7248}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-06-22,0,0.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Ducoboo,4.9,79,2011,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",454774,en,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.",1.072172,"[{'name': 'Mayo Productions', 'id': 47925}, {'name': 'ESCAC Films', 'id': 48089}, {'name': 'Flat Cap Films', 'id': 89580}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2017-04-24,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Girl from the Song,6.3,4,2017,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",433410,en,A bourgeois dog confesses how he was transformed from being a filmmaker to being four-legged.,0.079173,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2017-01-29,0,99.0,[],Released,,Self-criticism of a Bourgeois Dog,0.0,0,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",429039,fr,"\"In 1964, Che Guevara asked the young Jean Ziegler to stay in Switzerland to fight in the \"\"Monster brain\"\" capitalist. Since then",Jean Ziegler nerve stops fighting against injustices as a public writer,"his ideas are challenged by what he discover on the island.\"",0.087452,/miBb3nqT5F0ruLtZeHLV9pf9363.jpg,"[{'name': 'Dreampixies', 'id': 72339}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}]",2016-11-23,0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",,"Jean Ziegler, l'optimisme de la volonté",,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",45592,en,"A twenty-minute, almost totally silent film (no dialogue or music, one 'shhh!') in which Buster Keaton attempts to evade observation by an all-seeing eye. But, as the film is based around Bishop Berkeley's principle 'esse est percipi' (to be is to be perceived), Keaton's very existence conspires against his efforts. This was Samuel Beckett's only venture into the medium of cinema.",0.576055,"[{'name': 'Evergreen', 'id': 55218}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-09-04,0,20.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Film,6.5,11,1965,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",69483,en,"Julia and William were married and soon separated by his snobbish family. They meet again many years later, when their daughter he has raised invites her mother to her wedding, with the disapproval of William's mother.",0.419679,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-08-08,0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's daring! It's delicious! It's the gayest comedy-romance of the year!,Julia Misbehaves,6.8,3,1948,0.0
,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",423453,fr,"Two clans of snakes cohabit in the desert. Beautiful green serpents that live under the shelter of an oasis, protected and venerated by men and poisonous snakes that survive in the sand, dust and heat, hunted and killed by the Tuaregs. Here is the story of Ajar, a young poisonous serpent, laughed at by his peers because he still has not done his first moult and that of Eva, rebellious princess of the oasis who wants to escape to escape an arranged marriage. These two will meet and fall in love. Alas, Eva will be kidnapped by the Tuaregs and Ajar, accompanied by her best friend, Pitt the Scorpion, will have to cross the ruthless Sahara to save Eva from the terrible fate awaiting her.",8.665106,"\"[{'name': 'StudioCanal', 'id': 694}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Mikros Image', 'id': 8649}, {'name': 'Mandarin Films', 'id': 12096}, {'name': 'Transfilm International', 'id': 60843}, {'name': \"\"La Station d'Animation\"\"","'id': 90333}]\"","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2017-02-01,7800000,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,False,5.4,,0.0
,0,"[{'id': 53, 'name': 'Thriller'}]",451955,fr,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",9.907026,[],[],2017-05-26,0,110.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Double Lover,6.2,72,2017,0.0
"{'id': 304809, 'name': 'Schoolgirl Report Collection', 'poster_path': '/pLlG1Vi4mQ8ETJ7bgiy3fdUMf2e.jpg', 'backdrop_path': '/mumLauzMKQCivPQANhCDnkF8ZlN.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",70609,de,Seven more first-hand accounts of sexual awakening amongst school girls in the early Seventies.,3.484932,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1973-04-13,0,86.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"Young, Willing and Oh So Eager to Please!",Schoolgirl Report Part 5: What All Parents Should Know,6.3,6,1973,0.0
"{'id': 304809, 'name': 'Schoolgirl Report Collection', 'poster_path': '/pLlG1Vi4mQ8ETJ7bgiy3fdUMf2e.jpg', 'backdrop_path': '/mumLauzMKQCivPQANhCDnkF8ZlN.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",36886,de,A fake documentary about the sex lives of teenage girls.,2.198993,"[{'name': 'Rapid Film', 'id': 12782}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1972-09-28,0,88.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Straight A's all the way ... But not in the classroom!,Schoolgirl Report Part 4: What Drives Parents to Despair,4.9,4,1972,0.0
"{'id': 304809, 'name': 'Schoolgirl Report Collection', 'poster_path': '/pLlG1Vi4mQ8ETJ7bgiy3fdUMf2e.jpg', 'backdrop_path': '/mumLauzMKQCivPQANhCDnkF8ZlN.jpg'}",0,"[{'id': 18, 'name': 'Drama'}]",36887,de,"\"After the big success of the first part the film-makers apparently felt pressured to launch a new \"\"investigation\"\" and gather new material. Therefore",Friedrich von Thun again ventures out into the streets,to ask schoolgirls about their sexual experiences. The invinted guests talk about (allegedly) true events. Schoolgirls that seduce their teachers,"runaway girls that have been robbed and who have to prostitute themselves or innocent girls that have been drugged and raped...\"",1.923782,/i487MB1LLZGt7pvIkqvaD6FAess.jpg,"[{'name': 'Rapid Film', 'id': 12782}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1971-08-26,0,91.0,Released,,,0.0
"{'id': 304809, 'name': 'Schoolgirl Report Collection', 'poster_path': '/pLlG1Vi4mQ8ETJ7bgiy3fdUMf2e.jpg', 'backdrop_path': '/mumLauzMKQCivPQANhCDnkF8ZlN.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",36885,de,A group of teenage girls at camp discuss their various sexual escapades while they read a new journal about sex has been published to help teenagers understand the consequences of sex.,2.110381,"[{'name': 'Rapid Film', 'id': 12782}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1972-02-17,0,97.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Schoolgirl Report Part 3: What Parents Find Unthinkable,4.4,6,1972,0.0
"{'id': 11875, 'name': 'Pippi Longstocking', 'poster_path': '/4oM6jMbTnr7aNpLohP5TOJej3O4.jpg', 'backdrop_path': '/dTUIuHA1KgIj7peh3ZSOkueH99N.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",12097,sv,"Pippi Longstocking, a super-strong redheaded little girl, moves into her father's cottage Villa Villekulla, and has adventures with her next-door neighbors Tommy and Annika in this compilation film of the classic Swedish TV series.",3.162375,[],"[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1969-05-09,0,100.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Pippi Longstocking,7.0,29,1969,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",280640,fr,"South of France. In the sultry August heat, Geronimo, a young social educator, tries to ease tensions between the youngsters of the St Pierre neighborhood. The mood changes when Nil Terzi, a teenage girl of Turkish origin, flees an arranged marriage, running to the arms of her gypsy lover, Lucky Molina. Their escape sparks hostilities between the two clans. When the jousting and the musical battles begin, Geronimo struggles to quell the ensuing unrest around her.",0.621014,"[{'name': 'Princes Films', 'id': 51980}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2014-10-15,0,107.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Geronimo,7.7,9,2014,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",231216,de,,0.002513,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",2004-12-02,0,,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Villa Henriette,0.0,0,2004,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",66247,ta,"Muthu starring by rajinikanth and meena. A lavish Maharaja (Rajinikanth) lived with his sister-in-law and stepbrother Rajasekhar (Raghuvaran), helping people incessantly. His sister-in-law has a son, to whom the Maharaja bequeaths a major portion of his property. At this juncture, a new baby is born to the Maharaja.His wife dies soon after. Brother Rajasekhar cheats the Maharaja as he fears that his son's property might be taken back and given to the Maharaja's own son. When the cheating comes to light, the Maharaja hands over all his property and his baby to his sister-in-law...",0.252468,"[{'name': 'Kavithalayaa Productions', 'id': 16430}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1995-05-05,0,180.0,"[{'iso_639_1': 'ml', 'name': ''}, {'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Muthu,6.3,10,1995,0.0
,0,"[{'id': 28, 'name': 'Action'}]",49074,ta,"Auto rickshaw driver Manickam avoids violence at all costs. When some thugs begin to intimidate Manickam's family, it triggers the revival of Manickam's old self.",0.704162,"[{'name': 'Sathya Movies', 'id': 16434}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1995-01-15,15000000,145.0,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Baasha,7.8,14,1995,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",47940,ta,"Padayappa is a 1999 Tamil film written and directed by K. S. Ravikumar. The film stars Rajinikanth, Soundarya, Ramya Krishnan, Sivaji Ganesan, Manivannan, Radha Ravi, Nassar, Senthil, Ramesh Khanna, Abbas, Preetha Vijaykumar, and Lakshmi. This was the penultimate film of Sivaji Ganesan. This is the 150th flim for Rajinikanth. The movie features a successful soundtrack by A. R. Rahman.",1.135828,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1999-04-01,0,172.0,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Padayappa,7.3,13,1999,0.0
,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",24049,ta,Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.,1.323587,"[{'name': 'AVM Productions', 'id': 16424}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2007-06-14,19000000,185.0,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Sivaji: The Boss,6.9,25,2007,1.5833333333333333
,0,"[{'id': 35, 'name': 'Comedy'}]",28469,de,No overview found.,0.192235,"[{'name': 'Österreichischer Rundfunk (ORF)', 'id': 3391}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}]",1961-11-15,0,60.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Der Herr Karl,10.0,1,1961,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",410554,en,A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,7.874102,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Brookstreet Pictures', 'id': 3160}, {'name': 'The Fyzz Facility', 'id': 63443}, {'name': 'Emmett Furla Oasis Films (EFO Films)', 'id': 73685}, {'name': 'River Bay Films', 'id': 85562}, {'name': 'Kirk Shaw Productions', 'id': 95598}, {'name': 'Aboretum Productions', 'id': 95599}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-21,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When you only have one shot, don't miss.",First Kill,5.2,38,2017,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",96823,nl,A famous game show host is being harassed in a restaurant by a strange man who claims to have kidnapped his wife and daughter. A morbid game ensues in which the game show host turns out to be the contestant.,1.031617,[],"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2012-03-22,0,85.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,Not every question has an answer,Quiz,5.5,11,2012,0.0
,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",54559,en,"With so many jobs to choose from, the Minions have to make serious decisions after watching an 'Initiation Video'. What could go wrong?!",4.662093,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-12-13,0,4.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Minions: Orientation Day,7.0,95,2010,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",390343,en,"A probing portrait of Chris Burden, an artist who took creative expression to the limits and risked his life in the name of art.",0.638724,"[{'name': 'Magnolia Pictures', 'id': 1030}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-16,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beyond the limits. Out of the museum.,Burden,6.0,1,2016,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",450875,en,"Twenty-five years after the verdict in the Rodney King trial sparked several days of protests, violence and looting in Los Angeles, LA 92 immerses viewers in that tumultuous period through stunning and rarely seen archival footage.",0.855198,"[{'name': 'National Geographic', 'id': 7521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-28,0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The past is prologue,LA 92,8.8,3,2017,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",56841,sv,The arrival of a new girl causes a stir in classroom social structure.,1.072412,"[{'name': 'Sonet Film AB', 'id': 7937}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2010-09-24,0,85.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,A Thousand Times Stronger,5.7,5,2010,0.0
"{'id': 466463, 'name': 'Descendants Collection', 'poster_path': '/dw02BxDYnmqW4h0t0qA0T3hd5MZ.jpg', 'backdrop_path': None}",0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}]",417320,en,"When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.",15.842073,"[{'name': 'Walt Disney Television', 'id': 670}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-21,0,111.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,Long live evil.,Descendants 2,7.5,171,2017,0.0
,0,"[{'id': 14, 'name': 'Fantasy'}]",104700,fr,An astronomer has a terrifying dream.,0.229221,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1898-01-01,0,3.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Astronomer's Dream,6.4,26,1898,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",70573,cn,"Playboy Hong Kong Barber Happy Chan opens a fashionable new salon, right next to an old-fashioned Shanhainese barber shop. Its owner, Chuk, is furious at this development and starts a quarrel with Chan and his colleagues during the opening ceremony of his new venture Chuk's pretty daughter, Ying, is forced to keep the peace. Chan and his friends all attempt to woo Ying, but end up getting drunk and falling asleep in her bedroom. Later, Ying discovers that she is pregnant but no one can remember which of the trio did the deed. Chan and his friends endeavor to do the right thing, banding together during her pregnancy until the true identity of the father can be determined. When the baby is born its discovered all the prospective fathers have the same blood type and confusion reigns anew.",0.177579,[],[],1988-12-17,0,0.0,[],Released,,Faithfully Yours,4.3,2,1988,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",407803,en,"What we know today about many famous musicians, politicians, and actresses is due to the famous work of photographer Harry Benson. He captured vibrant and intimate photos of the most famous band in history;The Beatles. His extensive portfolio grew to include iconic photos of Muhammad Ali, Michael Jackson, and Dr. Martin Luther King. His wide-ranging work has appeared in publications including Life, Vanity Fair and The New Yorker. Benson, now 86, is still taking photos and has no intentions of stopping.",0.821622,[],[],2016-11-04,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Harry Benson: Shoot First,6.4,6,2016,0.0
,0,"[{'id': 14, 'name': 'Fantasy'}]",104702,fr,"St. Anthony is tempted by visions of women, including one that is transformed from the image of Jesus Christ Himself!",0.493693,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1898-01-01,0,1.0,[],Released,,The Temptation of St. Anthony,5.3,6,1898,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",49295,fr,A film from Méliès has him playing a magician who does a few tricks including making a woman disappear.,0.594163,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1899-01-01,0,1.0,[],Released,,An Up-to-Date Conjurer,6.6,12,1899,0.0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",51507,en,The psyche of a ruthless secret agent in Cold War Czechoslovakia begins to unravel when he obsesses over the girlfriend of a suspected subversive he is tracking. This taut political thriller is a bleak and potent rendering of the emotional destruction wreaked by totalitarianism.,0.182427,[],"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",2010-02-04,0,140.0,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,,Walking Too Fast,6.0,5,2010,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",265189,sv,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",12.165685,"[{'name': 'Motlys', 'id': 2783}, {'name': 'Coproduction Office', 'id': 6505}, {'name': 'Film i Väst', 'id': 17513}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2014-08-15,1359497,118.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Force Majeure,6.8,255,2014,0.0
,2000000,"[{'id': 35, 'name': 'Comedy'}]",373247,en,"A black comedy set during the aftermath of the Cronulla riots, it is the story of two carloads of hotheads from both sides of the fight destined to collide.",0.947866,[],[],2016-08-11,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Australia V Australia - Nobody wins,Down Under,7.2,9,2016,0.0
,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",458618,en,"Donald Trump's daughter Ivanka has been appointed to an official role within the White House, but what does she believe in and how much political clout does she actually have?",0.465977,[],[],2017-05-15,0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ivanka Trump- America's Real First Lady?,2.0,1,2017,0.0
,5402000,"[{'id': 35, 'name': 'Comedy'}]",277839,fr,"Franky and Krimo dream of leaving the grey grime of their neighborhood behind and of traveling to the famous and diabolical Thai beach resort of Pattaya. To get there cheaply, the two friends have the crazy idea of registering, unbeknownst to him, the local little person for the Thai Dwarf Boxing World Championship. But what was supposed to be a dream vacation will transform into the most insane and dangerous adventure of their lives.",5.613875,"[{'name': 'Mandarin Cinéma', 'id': 57294}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2016-02-24,0,100.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Good Guys Go to Heaven, Bad Guys Go to Pattaya",5.3,153,2016,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",454787,en,"A comedy about depression, alcoholism, suicide and the other funniest parts of life. Gethard holds nothing back as he dives into his experiences with mental illness and psychiatry, finding hope in the strangest places. An adaption of his one-man off-Broadway show of the same name.",1.135015,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-06,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Comedy can be found in the darkest places.,Chris Gethard: Career Suicide,7.5,4,2017,0.0
,0,"[{'id': 16, 'name': 'Animation'}]",433471,en,A Pixar short about a lost-and-found box and the unseen monster within.,1.770297,"[{'name': 'Pixar Animation Studios', 'id': 3}]",[],2017-06-16,0,6.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Lou,8.5,17,2017,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",69727,en,"A cop relies on a young car thief to take down four gangsters, who plan to rob a rich merchant for a large amount of money.",0.350875,[],"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1988-06-23,0,95.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Final Justice,4.4,4,1988,0.0
,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",89606,en,No overview found.,0.054726,[],[],1957-03-20,0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hemo The Magnificent,7.0,1,1957,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",467731,en,"Fifteen-year-old girl Dotty Fisher is assaulted at a construction camp. In the wake of this incident, the construction workers form a vigilante group led by the hot-headed Frank Doran in order to find the person responsible for the attack. After the group erroneously assume that innocent Puerto Rican Raphael Infante is guilty of the crime, only one lone man named Alec Beggs dares to stand up to the angry mob",0.001189,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-02-19,0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Tragedy in a Temporary Town,0.0,0,1956,0.0
